seed,spacing,hole_dist,in_hole,err_unguided,err_M20,err_force_ii,err_teacher_sign_tmag,benefit_force_ii,benefit_teacher_sign_tmag
46,0.159529,0.099826,1,7.0488,7.3961,10.25,13.8589,-3.2012,-6.8101
46,0.085348,0.299628,0,0.9528,3.7312,3.1725,5.1355,-2.2197,-4.1827
46,0.06155,0.660952,0,1.0951,0.883,2.3326,5.111,-1.2375,-4.0159
46,0.514521,0.042615,1,7.359,4.6863,4.5051,2.4364,2.8539,4.9226
46,0.0654,1.259108,0,1.8586,1.7378,1.013,4.8031,0.8456,-2.9445
46,0.055512,0.819399,0,8.6164,7.7557,9.5526,7.1366,-0.9362,1.4798
46,0.192088,1.965288,0,2.2972,1.4365,2.267,1.2855,0.0302,1.0117
46,0.576915,0.129856,1,0.8833,0.7475,2.8312,3.2691,-1.9479,-2.3858
46,0.1762,0.496328,0,3.5503,2.4933,0.6209,1.3004,2.9294,2.2499
46,0.130801,0.699624,0,8.3649,8.3196,5.7979,4.2577,2.567,4.1072
46,0.122491,0.231531,0,1.8363,4.6449,3.6483,4.5241,-1.812,-2.6878
46,0.086542,1.25799,0,3.5511,3.4756,3.1585,0.8784,0.3926,2.6727
46,0.041958,0.721686,0,12.7542,11.4556,11.365,8.5564,1.3892,4.1978
46,0.201638,0.223937,0,0.0136,1.4058,0.7112,5.8603,-0.6976,-5.8467
46,0.23438,0.873832,0,6.612,7.4727,8.4089,11.0212,-1.7969,-4.4092
46,0.114734,0.145247,0,0.4697,2.176,3.7011,4.6826,-3.2314,-4.2129
46,0.189611,0.626187,0,1.431,0.2079,1.2649,1.4229,0.1661,0.0081
46,0.265435,0.46821,0,2.1813,1.5018,2.5299,6.5465,-0.3486,-4.3652
46,0.211906,0.686064,0,2.2454,0.9015,0.0498,1.5145,2.1956,0.7309
46,0.093337,0.327897,0,2.8308,0.3544,0.0533,1.9408,2.7775,0.89
46,0.157202,0.48497,0,6.4539,5.5479,3.0262,2.7091,3.4277,3.7448
46,0.097641,1.071143,0,4.4661,3.3034,4.4661,2.8806,0.0,1.5855
46,0.040108,0.344219,0,5.3772,4.9393,5.8604,10.632,-0.4832,-5.2548
46,0.129505,0.209967,0,2.581,0.137,0.1197,0.3764,2.4613,2.2046
46,0.054891,0.339833,0,0.9711,0.7201,2.4717,4.9481,-1.5006,-3.977
46,0.209865,0.103658,1,6.4914,4.6341,3.6073,0.7868,2.8841,5.7046
46,0.127894,0.146405,0,3.0394,2.2089,1.1972,1.249,1.8422,1.7904
46,0.528331,0.279467,1,7.5034,5.5253,5.8122,4.9364,1.6912,2.567
46,0.388029,0.050621,1,5.576,5.6817,5.8327,2.2087,-0.2567,3.3673
46,0.11113,0.465912,0,12.7921,12.4448,9.4852,10.8291,3.3069,1.963
46,0.570557,0.112959,1,2.0751,0.8369,0.6104,2.2284,1.4647,-0.1533
46,0.067635,0.350503,0,11.5557,11.7067,10.2269,7.1163,1.3288,4.4394
46,0.025419,0.352653,0,6.5534,6.6138,4.1374,3.8505,2.416,2.7029
46,0.103625,1.0455,0,3.6872,4.4422,2.5245,2.7208,1.1627,0.9664
46,0.04433,0.630473,0,1.8596,0.4402,0.7829,2.1721,1.0767,-0.3125
46,0.144004,0.203295,0,3.1477,3.7366,6.4093,6.9982,-3.2616,-3.8505
46,0.07037,0.687695,0,0.7912,1.4889,2.6365,1.6248,-1.8453,-0.8336
46,0.206266,0.35153,0,0.9033,0.4805,1.2258,1.0748,-0.3225,-0.1715
46,0.019481,0.461051,0,4.6549,3.8395,1.3631,0.7509,3.2918,3.904
46,0.094566,0.597373,0,10.4029,9.4818,8.9382,5.6011,1.4647,4.8018
46,0.086825,0.193445,0,3.165,2.5308,0.1752,1.2593,2.9898,1.9057
46,0.066812,0.383888,0,23.4727,23.216,25.8736,29.8147,-2.4009,-6.342
46,0.142723,1.15614,0,6.3467,6.2863,5.9692,2.9492,0.3775,3.3975
46,0.161815,0.083133,1,3.7466,1.1796,0.8474,0.8323,2.8992,2.9143
46,0.345211,0.041222,1,7.6464,6.4686,5.5475,6.3327,2.0989,1.3137
46,0.182375,0.167606,1,6.3497,3.2995,1.7442,0.5513,4.6055,5.7984
46,0.184595,0.339063,0,3.8446,2.244,2.1501,5.7892,1.6945,-1.9446
46,0.038307,1.959281,0,4.2661,4.251,2.4692,1.6085,1.7969,2.6576
46,0.062228,0.591895,0,0.204,1.1704,1.8952,1.412,-1.6912,-1.208
46,0.393025,0.069876,1,8.636,7.1411,4.4382,5.5405,4.1978,3.0955
46,0.089751,0.220649,0,7.8247,5.2275,1.9055,2.0205,5.9192,5.8042
46,0.070537,0.674538,0,0.521,0.7021,0.3549,2.3329,0.1661,-1.8119
46,0.114987,0.020726,1,8.1416,7.2658,3.5965,4.8045,4.5451,3.3371
46,0.474015,0.106124,1,2.1429,1.8409,0.4819,1.2067,1.661,0.9362
46,0.379465,0.23623,1,7.2239,4.2794,4.7626,6.8464,2.4613,0.3775
46,0.157424,0.539584,0,6.6962,5.3825,6.364,2.6041,0.3322,4.0921
46,0.189078,0.081145,1,7.5066,9.2431,5.2114,3.2786,2.2952,4.228
46,0.244568,0.145304,1,4.6233,5.031,2.2677,0.8882,2.3556,3.7351
46,0.087587,0.982869,0,13.3008,12.274,11.2925,12.6817,2.0083,0.6191
46,0.209701,0.781794,0,2.3217,3.3183,4.4659,4.0582,-2.1442,-1.7365
46,0.578485,0.186229,1,12.5235,11.7836,11.8893,9.1411,0.6342,3.3824
46,0.462923,0.16995,1,6.7079,4.609,4.4731,3.7785,2.2348,2.9294
46,0.200626,0.361932,0,1.696,0.9314,0.9918,0.6596,0.7042,1.0364
46,0.211163,0.404697,0,2.8623,1.0201,1.5033,1.109,1.359,1.7533
46,0.359036,0.137303,1,1.5676,1.1146,0.1538,0.6012,1.4138,0.9664
46,0.09726,0.367888,0,0.1492,2.6256,3.0333,4.9208,-2.8841,-4.7716
46,0.271797,0.580237,0,2.385,0.12,0.1518,0.9505,2.2332,1.4345
46,0.115109,0.341023,0,6.6586,4.3634,2.2947,2.0984,4.3639,4.5602
46,0.403423,0.141284,1,4.5613,3.0966,5.0596,8.2004,-0.4983,-3.6391
46,0.084964,0.997805,0,2.1115,2.7004,1.583,5.0107,0.5285,-2.8992
46,0.118225,0.238991,0,0.1151,2.1046,4.9736,4.3394,-4.8585,-4.2243
46,0.729019,0.103216,1,3.4369,0.9907,0.2508,0.8095,3.1861,2.6274
46,0.40438,0.178243,1,1.0553,1.3875,4.181,3.5468,-3.1257,-2.4915
46,0.130048,1.088974,0,1.9653,1.3764,2.8411,0.3299,-0.8758,1.6354
46,0.464084,0.068107,1,1.3931,0.1096,0.4491,1.7857,0.944,-0.3926
46,0.111992,0.840948,0,1.8561,0.6934,1.8561,0.2706,0.0,1.5855
46,0.171457,1.29028,0,2.3412,0.6198,2.7338,0.9218,-0.3926,1.4194
46,0.119455,0.708742,0,5.8881,7.7001,4.7405,0.6333,1.1476,5.2548
46,0.190365,0.303736,0,5.0866,5.9322,3.6672,0.9836,1.4194,4.103
46,0.240729,0.496064,0,8.756,9.2845,9.3147,2.8821,-0.5587,5.8739
46,0.306292,0.272512,1,1.1597,1.6731,2.2922,2.4734,-1.1325,-1.3137
46,0.240621,0.228658,1,3.1219,0.3964,0.3586,1.0683,2.7633,2.0536
46,0.145291,0.751292,0,2.4469,4.3797,6.2823,6.2823,-3.8354,-3.8354
46,0.126316,0.464152,0,1.0237,0.8878,0.5405,1.3168,0.4832,-0.2931
46,0.410421,0.099795,1,5.4785,3.7269,0.3199,1.0447,5.1586,4.4338
46,0.284976,0.112696,1,5.5378,6.2928,4.4204,2.7745,1.1174,2.7633
46,0.216893,0.098418,1,0.5672,1.4581,0.2935,2.2112,0.2737,-1.644
46,0.398547,0.107593,1,2.0417,2.3135,3.1376,3.1829,-1.0959,-1.1412
46,0.0,0.779509,0,6.7511,5.7545,4.1388,3.4744,2.6123,3.2767
46,0.20832,0.376983,0,0.6935,2.883,2.732,2.2488,-2.0385,-1.5553
46,0.141197,0.477557,0,0.1247,0.3965,2.3064,3.3483,-2.1817,-3.2236
46,0.115203,0.483292,0,2.5299,2.1071,0.0824,1.4716,2.4475,1.0583
46,0.175632,0.960025,0,1.7364,0.8757,2.6726,0.2566,-0.9362,1.4798
46,0.034886,1.015593,0,5.9387,4.3079,4.1418,5.3498,1.7969,0.5889
46,0.347952,0.108042,1,8.3338,6.9144,4.9514,2.4146,3.3824,5.9192
46,0.221417,0.112387,1,1.0637,3.4344,2.3019,2.1056,-1.2382,-1.0419
46,0.310638,0.152675,1,6.8458,5.5472,1.8477,0.2512,4.9981,6.5946
46,0.283868,0.080932,1,8.5427,7.8632,5.5378,6.3834,3.0049,2.1593
46,0.119635,1.50306,0,3.7312,2.0098,4.1238,2.3118,-0.3926,1.4194
46,0.0,0.901194,0,4.8403,5.5198,4.1457,1.1257,0.6946,3.7146
46,0.199077,0.213183,0,5.177,4.8146,5.9018,8.1064,-0.7248,-2.9294
46,0.380452,0.074378,1,2.7112,1.8203,1.0653,2.8154,1.6459,-0.1042
46,0.820103,0.042274,1,7.5311,4.2544,4.8886,6.5345,2.6425,0.9966
46,0.299427,0.064464,1,6.3308,5.8929,4.2017,4.2772,2.1291,2.0536
46,0.127114,0.35028,0,5.0215,4.5383,2.3186,0.5655,2.7029,4.456
46,0.029996,0.208217,0,0.1747,0.0065,0.1424,2.5584,0.0323,-2.3837
46,0.071331,0.645966,0,7.3149,6.4995,4.0231,1.9091,3.2918,5.4058
46,0.929521,0.1506,1,5.4268,3.645,8.7488,9.0961,-3.322,-3.6693
46,0.12966,1.362075,0,2.4341,2.1623,2.5096,3.8233,-0.0755,-1.3892
46,0.131225,0.177704,0,4.1966,4.257,2.1581,3.4567,2.0385,0.7399
46,0.172609,1.116639,0,4.1065,3.6686,5.1182,4.9672,-1.0117,-0.8607
46,0.154032,0.451746,0,4.8205,3.7786,6.7835,8.3539,-1.963,-3.5334
46,0.593229,0.167507,1,0.7441,1.484,2.4655,1.0914,-1.7214,-0.3473
46,0.282221,0.445005,0,3.623,2.8529,0.452,0.2104,3.171,3.4126
46,0.213413,0.512756,0,6.4209,6.6927,5.3186,0.7735,1.1023,5.6474
46,0.156097,0.632118,0,2.5156,3.0139,0.3232,2.8449,2.1924,-0.3293
46,0.158791,0.754715,0,0.1596,1.5488,3.0437,1.6696,-2.8841,-1.51
46,0.632689,0.304638,1,7.1735,4.3347,4.5612,7.702,2.6123,-0.5285
46,0.913274,0.053592,1,10.1611,6.8844,7.5186,9.1645,2.6425,0.9966
46,0.500479,0.284943,1,15.4134,15.6248,14.2205,10.0529,1.1929,5.3605
46,0.178447,0.036463,1,6.8424,3.6714,5.2116,4.0036,1.6308,2.8388
46,0.028544,0.799337,0,7.0903,7.7698,6.3957,3.3757,0.6946,3.7146
46,0.120966,0.234776,0,0.2868,1.1477,3.9865,3.8506,-3.6997,-3.5638
46,0.121494,0.101516,1,5.1421,6.939,2.8016,0.1127,2.3405,5.0294
46,0.146737,0.209371,0,4.9228,1.8575,3.0353,2.8843,1.8875,2.0385
46,0.548141,0.035564,1,2.3757,0.6543,0.0654,1.7164,2.3103,0.6593
46,0.558914,0.109784,1,4.5016,4.7583,2.8859,0.3304,1.6157,4.1712
46,0.18096,1.294687,0,10.5073,12.9535,6.2944,2.8818,4.2129,7.6255
46,0.274275,0.711058,0,1.3954,4.7023,3.751,8.5226,-2.3556,-7.1272
46,0.126502,0.765206,0,2.7874,1.1264,2.3948,0.2175,0.3926,2.5699
46,0.406226,0.129546,1,0.1286,1.0346,3.4959,4.1603,-3.3673,-4.0317
46,0.096339,0.835872,0,1.2582,1.6508,3.644,4.1574,-2.3858,-2.8992
46,0.116645,0.329737,0,13.1271,12.4174,12.2815,8.3706,0.8456,4.7565
46,0.096569,0.835335,0,0.0778,0.2137,3.1989,1.855,-3.1211,-1.7772
46,0.057545,1.232074,0,4.4877,3.4156,4.6538,3.023,-0.1661,1.4647
46,0.158319,1.253933,0,7.3549,7.7928,6.2224,3.8819,1.1325,3.473
46,0.089877,0.283001,0,0.7907,0.1112,2.7427,4.1923,-1.952,-3.4016
46,0.148076,0.226439,0,0.9411,2.1189,4.8369,4.4896,-3.8958,-3.5485
46,0.280313,0.549427,0,0.8543,1.564,3.8743,1.8486,-3.02,-0.9943
46,0.211217,0.089425,1,2.9536,3.9502,6.5172,6.1246,-3.5636,-3.171
46,0.094659,0.277507,0,1.8992,4.3756,4.7833,6.6708,-2.8841,-4.7716
46,0.076472,1.250607,0,8.4519,7.0325,8.9955,6.0812,-0.5436,2.3707
46,0.410802,2.20712,0,1.2931,1.5498,1.127,3.1051,0.1661,-1.812
46,0.302571,0.136574,1,3.6602,4.3397,7.0879,9.0811,-3.4277,-5.4209
46,0.213999,0.310021,0,4.9415,4.7603,1.7101,0.5851,3.2314,4.3564
46,0.043178,0.539992,0,1.6703,1.9119,0.9908,1.5193,0.6795,0.151
46,0.245206,0.087956,1,5.139,7.0869,6.1054,6.5735,-0.9664,-1.4345
46,0.068078,0.797597,0,0.9631,0.8272,0.7668,2.76,0.1963,-1.7969
46,0.0,1.448044,0,2.5492,2.7153,3.3495,4.7991,-0.8003,-2.2499
46,0.188869,1.039967,0,0.3462,0.8294,2.553,3.61,-2.2068,-3.2638
46,0.030681,0.525314,0,0.1105,1.3693,1.9431,3.0907,-1.8326,-2.9802
46,0.106685,0.111892,0,5.8808,4.8842,4.3557,4.1594,1.5251,1.7214
46,0.15298,0.43863,0,0.7089,0.1955,2.9604,3.9117,-2.2515,-3.2028
46,0.22629,0.603107,0,6.2967,5.5115,7.4141,4.2884,-1.1174,2.0083
46,0.590085,0.078987,1,0.6952,1.1331,1.2678,3.261,-0.5726,-2.5658
46,0.246065,0.134675,1,0.2456,0.9251,2.4804,6.0742,-2.2348,-5.8286
46,0.074288,0.31345,0,9.4575,8.9441,8.2948,5.3503,1.1627,4.1072
46,0.132715,0.358592,0,1.9746,2.4578,0.0488,3.1594,1.9258,-1.1848
46,0.052788,0.719866,0,6.3196,4.9002,3.6771,2.2879,2.6425,4.0317
46,0.131461,1.015369,0,2.7453,1.6732,2.8208,2.0658,-0.0755,0.6795
46,0.063323,0.070401,0,2.0201,2.4127,0.7064,0.2383,1.3137,1.7818
46,0.260431,0.117202,1,1.3276,1.3276,0.4367,3.293,0.8909,-1.9654
46,0.080517,0.324179,0,0.7887,1.5588,3.9295,4.8808,-3.1408,-4.0921
46,0.202701,0.28502,0,3.3086,0.4094,1.3154,0.4966,1.9932,2.812
46,0.363663,0.109317,1,2.6834,1.6717,1.0677,2.0643,1.6157,0.6191
46,0.113287,0.258055,0,2.3886,2.9322,0.7522,5.9919,1.6364,-3.6033
46,0.212817,0.556609,0,3.7961,4.7021,7.2238,7.5409,-3.4277,-3.7448
46,0.093564,0.109403,0,1.9571,3.8899,4.1013,3.3765,-2.1442,-1.4194
46,0.04952,0.083583,0,4.9347,5.4934,2.6093,1.507,2.3254,3.4277
46,0.146367,0.669536,0,2.5828,1.5711,2.0831,4.5595,0.4997,-1.9767
46,0.078615,1.139976,0,2.1091,0.02,1.9128,0.7599,0.1963,1.3492
46,0.160914,1.361529,0,3.3613,4.3428,2.41,5.883,0.9513,-2.5217
46,0.165927,1.165584,0,2.5208,3.155,2.4,4.9972,0.1208,-2.4764
46,0.114769,0.60537,0,6.1186,5.4995,8.897,10.3919,-2.7784,-4.2733
46,0.236889,0.228127,1,5.3398,3.1805,0.0699,1.3081,5.2699,4.0317
46,0.223297,0.304439,0,0.0711,0.7141,4.0663,6.8145,-3.9952,-6.7434
46,0.145804,0.488391,0,7.0874,6.0757,5.3962,4.5204,1.6912,2.567
46,0.109226,0.23535,0,0.0787,2.1021,2.4947,0.1542,-2.416,-0.0755
46,0.952355,0.034488,1,2.0063,1.2553,0.9231,0.2436,1.0832,1.7627
46,0.119631,1.012155,0,5.1567,2.0763,0.8985,2.2877,4.2582,2.869
46,0.564368,0.057172,1,0.9759,2.7426,1.444,2.6822,-0.4681,-1.7063
46,0.05088,0.120229,0,9.2577,7.6722,5.4676,2.0701,3.7901,7.1876
46,0.356162,0.063686,1,1.1203,0.5709,1.2655,1.8602,-0.1452,-0.7399
46,0.050467,0.366809,0,6.6031,6.5578,5.5461,6.2105,1.057,0.3926
46,0.115805,0.146051,0,1.3412,0.858,1.3714,4.935,-0.0302,-3.5938
46,0.223058,0.733869,0,2.2542,0.9556,0.865,1.9436,1.3892,0.3106
46,0.143238,0.028344,1,8.0744,7.6214,7.7875,1.8985,0.2869,6.1759
46,0.142489,0.813217,0,3.3578,4.0675,5.1698,8.1596,-1.812,-4.8018
46,0.225393,0.675504,0,6.3339,3.9934,4.9145,2.8156,1.4194,3.5183
46,0.217401,0.264929,0,0.1243,2.2011,2.1105,1.5518,-1.9862,-1.4275
46,0.147653,0.900539,0,7.4461,8.3672,6.8723,4.0184,0.5738,3.4277
46,0.234361,0.03293,1,0.7861,0.4539,2.9134,6.175,-2.1273,-5.3889
46,0.205731,0.50861,0,4.1848,2.6144,5.7099,9.3641,-1.5251,-5.1793
46,0.097176,1.150205,0,9.2919,7.8725,9.8355,6.9212,-0.5436,2.3707
46,0.197888,0.521645,0,6.6708,5.644,6.7463,3.1223,-0.0755,3.5485
46,0.251904,0.147572,1,1.7161,2.2144,4.8418,4.7361,-3.1257,-3.02
46,0.315167,0.127235,1,3.4837,3.0156,4.8125,4.8276,-1.3288,-1.3439
46,0.026455,1.286449,0,9.8319,8.4125,10.3755,7.4612,-0.5436,2.3707
46,0.069772,0.387973,0,5.4433,3.3293,4.1749,3.4501,1.2684,1.9932
46,0.164577,0.488101,0,1.5565,3.2326,0.4065,4.2721,1.15,-2.7156
46,0.07215,0.308596,0,0.4053,0.1534,2.7307,3.833,-2.3254,-3.4277
46,0.389918,0.061383,1,4.9658,4.1806,3.4256,4.2259,1.5402,0.7399
46,0.112452,1.156001,0,1.4726,2.3182,0.9743,2.8014,0.4983,-1.3288
46,0.369241,0.076115,1,4.7491,3.4052,0.0832,1.3818,4.6659,3.3673
46,0.219751,0.43069,0,4.4315,4.1144,3.3141,0.8226,1.1174,3.6089
46,0.488563,0.10646,1,5.7516,6.9747,4.5436,3.6829,1.208,2.0687
46,0.214738,0.109136,1,2.8483,0.2813,0.9004,0.5531,1.9479,2.2952
46,0.103174,0.514046,0,6.3838,5.1003,6.5197,2.9561,-0.1359,3.4277
46,0.327568,0.038714,1,5.5542,3.5006,2.8513,0.1083,2.7029,5.4459
46,0.527116,0.164786,1,9.8979,7.799,7.6631,6.9685,2.2348,2.9294
46,0.110125,0.3693,0,2.6727,2.5217,1.1627,0.0302,1.51,2.6425
46,0.029144,0.190391,0,7.3847,7.9434,5.0593,3.957,2.3254,3.4277
46,0.402397,2.147428,0,0.4786,0.5994,0.5692,1.5356,-0.0906,-1.057
46,0.095085,0.943535,0,3.8203,3.5636,4.3488,0.3171,-0.5285,3.5032
46,0.059431,0.800994,0,0.4485,0.1404,0.977,2.4507,-0.5285,-2.0022
46,1.434729,0.847559,1,10.9507,11.1168,11.0413,13.563,-0.0906,-2.6123
46,0.170107,0.056147,1,3.5351,4.5468,6.9326,7.4007,-3.3975,-3.8656
46,0.0,0.939193,0,4.7303,5.4098,4.0357,1.0157,0.6946,3.7146
46,0.120505,0.115463,1,3.9583,5.1512,5.6042,5.0153,-1.6459,-1.057
46,0.254701,0.148906,1,6.4317,5.2992,3.4117,5.5257,3.02,0.906
46,0.1122,0.661358,0,8.271,6.8214,4.8584,5.3114,3.4126,2.9596
46,0.09782,0.485548,0,4.923,2.8241,1.9181,1.7973,3.0049,3.1257
46,0.0937,0.79875,0,3.2951,4.5937,2.7666,4.1407,0.5285,-0.8456
46,0.257042,0.127667,1,5.1395,3.7503,3.3124,1.5306,1.8271,3.6089
46,0.066133,0.417734,0,0.8997,2.606,4.1311,5.1126,-3.2314,-4.2129
46,0.092543,1.492381,0,2.1498,1.2287,2.3461,0.7908,-0.1963,1.359
46,0.029961,0.508492,0,0.4251,0.1336,3.5961,6.4953,-3.171,-6.0702
46,0.127555,0.695195,0,4.9631,6.3523,2.4263,2.2547,2.5368,2.7084
46,0.114331,0.155915,0,7.3519,6.4157,4.3923,4.1205,2.9596,3.2314
46,0.093969,0.658707,0,2.667,2.3499,1.5308,1.0325,1.1362,1.6345
46,0.092254,0.522828,0,3.6246,3.6699,0.0157,2.0832,3.6089,1.5414
46,1.017422,0.138291,1,1.8186,1.2901,1.2165,3.3607,0.6021,-1.5421
46,0.063091,0.560724,0,1.8546,1.8999,1.7543,3.8532,0.1003,-1.9986
46,0.404611,0.269338,1,13.7204,11.0477,10.8514,9.8397,2.869,3.8807
46,0.750763,0.063315,1,0.9265,1.7462,3.528,0.0658,-2.6015,0.8607
46,0.119896,0.567896,0,1.8763,0.2757,3.7862,7.0176,-1.9099,-5.1413
46,0.45921,0.052955,1,6.8097,7.3231,5.194,2.8837,1.6157,3.926
46,0.111961,0.322482,0,1.8414,0.2877,2.0393,0.9068,-0.1979,0.9346
46,0.294367,0.033661,1,2.4712,2.1239,0.73,4.3389,1.7412,-1.8677
46,0.190082,0.90194,0,2.7166,1.2519,3.1696,1.7049,-0.453,1.0117
46,0.459734,0.150738,1,7.2024,6.7192,6.0095,6.1152,1.1929,1.0872
46,0.05148,0.617738,0,3.4626,0.4426,0.4577,2.1489,3.0049,1.3137
46,0.101532,0.503363,0,9.4018,9.4018,7.6653,4.7057,1.7365,4.6961
46,0.238355,0.074246,1,0.1781,0.5618,0.8274,1.9599,-0.6493,-1.7818
46,0.174568,1.071821,0,1.9175,1.7816,3.201,0.2414,-1.2835,1.6761
46,0.197229,0.703245,0,1.0303,0.9246,1.0152,1.8991,0.0151,-0.8688
46,0.647365,0.094675,1,4.955,4.7285,1.8595,0.7874,3.0955,4.1676
46,0.15034,0.757615,0,6.5139,5.5022,4.8529,2.3312,1.661,4.1827
46,0.5368,0.444628,1,8.6759,8.087,8.5249,6.8488,0.151,1.8271
46,0.506294,0.142916,1,12.3139,8.7201,8.6144,9.9281,3.6995,2.3858
46,0.05819,0.852795,0,2.7875,2.5308,3.1348,3.4519,-0.3473,-0.6644
46,0.319244,0.299512,1,5.0624,6.7083,8.8223,11.8725,-3.7599,-6.8101
46,0.272796,1.171722,0,2.7045,1.1945,2.6139,0.4546,0.0906,2.2499
46,0.348495,0.98348,0,3.4256,2.6404,2.9575,1.5079,0.4681,1.9177
46,0.091338,0.281255,0,6.314,6.918,9.5454,10.5118,-3.2314,-4.1978
46,0.739777,0.092447,1,2.9249,3.0759,3.6497,2.0189,-0.7248,0.906
46,0.294608,0.203866,1,2.24,2.5269,0.478,2.2702,1.762,-0.0302
46,0.2682,0.271341,0,1.555,3.5482,6.8853,6.4323,-5.3303,-4.8773
46,0.137282,0.817081,0,1.7225,0.137,1.2824,0.8143,0.4401,0.9082
46,0.260027,0.570145,0,9.4408,9.2596,8.4291,5.4997,1.0117,3.9411
46,0.094343,0.735929,0,10.9572,10.1418,9.4623,7.001,1.4949,3.9562
46,0.161024,0.730492,0,2.0231,1.8872,1.8268,3.82,0.1963,-1.7969
46,0.173002,1.396252,0,4.6623,4.1187,1.7027,0.389,2.9596,4.2733
46,0.284185,0.179157,1,2.4188,0.1331,1.1448,3.9987,1.274,-1.5799
46,0.137795,0.857022,0,2.5427,2.1803,3.4638,0.625,-0.9211,1.9177
46,0.045717,1.457717,0,0.4433,2.0029,4.736,5.9289,-4.2927,-5.4856
46,0.102562,0.238381,0,6.3496,6.4553,11.0457,12.8728,-4.6961,-6.5232
46,0.155313,0.599933,0,1.7197,1.7952,0.3456,0.7382,1.3741,0.9815
46,0.211301,0.422099,0,4.4408,4.169,1.8587,1.3755,2.5821,3.0653
46,0.300959,0.122779,1,13.2306,13.3061,12.1585,8.4137,1.0721,4.8169
46,0.09997,0.458355,0,0.6982,1.0455,0.4343,2.2837,0.2639,-1.5855
46,0.497712,0.045012,1,4.8427,6.1715,1.5962,1.1583,3.2465,3.6844
46,0.245324,0.91683,0,5.5887,5.8756,2.4177,1.9194,3.171,3.6693
46,0.797221,0.08926,1,12.0612,8.1503,7.6369,10.3398,4.4243,1.7214
46,0.217179,0.708527,0,1.8275,0.4232,1.0566,1.8871,0.7709,-0.0596
46,0.126224,0.251367,0,3.97,3.1546,1.7503,1.7654,2.2197,2.2046
46,0.427273,0.168398,1,1.3387,1.0065,2.8487,2.4259,-1.51,-1.0872
46,0.235925,1.011876,0,12.9908,11.964,10.9825,12.3717,2.0083,0.6191
46,0.923344,0.095488,1,1.5628,1.2306,5.066,6.8025,-3.5032,-5.2397
46,0.128426,1.087894,0,1.6077,0.5356,1.7738,0.143,-0.1661,1.4647
46,0.10853,0.492989,0,9.4898,7.3758,6.9681,5.8356,2.5217,3.6542
46,0.229919,0.484931,0,6.8682,3.6972,3.5764,4.4673,3.2918,2.4009
46,0.398276,0.548563,0,5.8178,7.66,4.5947,1.5294,1.2231,4.2884
46,0.138241,0.359811,0,0.8896,0.2731,2.007,1.013,-1.1174,-0.1234
46,0.112677,1.186535,0,3.1121,2.4628,6.1321,4.1842,-3.02,-1.0721
46,0.403256,0.230645,1,8.9555,9.1216,7.1586,3.746,1.7969,5.2095
46,0.369344,0.181819,1,5.2226,5.6454,5.1773,6.8081,0.0453,-1.5855
46,0.131537,0.117538,1,11.3149,9.3972,5.4863,3.2817,5.8286,8.0332
46,0.028843,0.396809,0,8.1817,7.774,6.2791,4.15,1.9026,4.0317
46,0.063946,1.361007,0,1.5929,0.8983,1.2305,2.0006,0.3624,-0.4077
46,0.061803,0.540441,0,2.1347,1.5005,0.6135,1.9725,1.5212,0.1622
46,0.382394,0.106428,1,3.8741,6.0183,8.6004,9.4913,-4.7263,-5.6172
46,0.292516,0.687051,0,8.8499,7.7476,8.5026,5.7091,0.3473,3.1408
46,0.640012,0.032087,1,4.2497,4.1742,2.3622,3.0115,1.8875,1.2382
46,0.133762,0.693156,0,1.3604,2.9157,0.5422,4.0907,0.8182,-2.7303
46,0.132358,1.073127,0,5.155,4.2641,5.5174,4.2037,-0.3624,0.9513
46,0.182456,0.551668,0,3.5526,1.7255,0.9403,0.4722,2.6123,3.0804
46,0.458126,0.049,1,4.8492,3.7318,1.4819,1.0549,3.3673,3.7943
46,0.621295,0.31994,1,1.475,1.2485,1.6205,2.6926,-0.1455,-1.2176
46,0.066221,0.472291,0,5.6327,5.4817,4.1227,2.9298,1.51,2.7029
46,0.15575,0.514428,0,10.3715,9.4806,6.1284,4.5429,4.2431,5.8286
46,0.440848,0.186375,1,1.7892,0.0983,0.4,1.3365,1.3892,0.4527
46,0.143652,0.131099,1,1.6283,0.7374,0.224,1.5427,1.4043,0.0856
46,0.076044,0.868525,0,4.9236,5.7843,3.9874,6.4034,0.9362,-1.4798
46,0.145233,0.360157,0,7.9452,5.801,3.1736,4.6534,4.7716,3.2918
46,0.054095,0.281853,0,10.9672,11.692,8.6871,7.4942,2.2801,3.473
46,0.19473,0.495476,0,7.7355,7.2976,7.2976,6.1198,0.4379,1.6157
46,0.067483,0.756132,0,1.1692,1.3504,2.1809,5.1103,-1.0117,-3.9411
46,0.05998,1.051297,0,1.8498,1.0042,0.9136,3.6769,0.9362,-1.8271
46,0.121835,0.574234,0,0.1673,1.2998,0.5726,2.2964,-0.4053,-2.1291
46,0.491115,0.077684,1,1.8434,2.2662,0.7236,1.9642,1.1198,-0.1208
46,0.468591,0.107867,1,6.6967,4.175,4.0089,4.326,2.6878,2.3707
46,0.090701,0.511465,0,3.5562,2.2425,3.224,0.5359,0.3322,3.0203
46,0.239413,0.6137,0,1.1345,0.4701,3.2938,4.7736,-2.1593,-3.6391
